orderNo,vendor,vendorOrderNo,orderDate,paymentMethod,shippingMethod,trackingNumber,sku,qty,received,price
587,Amazon,?112-6131929-4281069,2025-08-21,3005,,,239815,1,2025-08-27,12.7093997413054
588,Amazon,114-3901778-7848206,2025-08-22,3005,,,181145,1,2025-08-23,56.1694017081097
597,Amazon,112-3772048-5617827,2025-08-27,3005,,,02IQJG1T,1,2025-08-29,15.8893997372821
616,Amazon,114-8904504-5153005,2025-09-16,3005,,,1009810,1,2025-09-17,-0.572399958840013
632,Amazon,,2025-11-03,,,,241022,1,2025-11-04,37.9799995422363
661,Belmont Butchery,,2025-12-15,Cash,oldmanwalking,,103595,1,2025-12-15,7.12809991836548
650,Chewy.com,5061386080,2025-11-29,2466,fedex,,575794,1,2025-11-30,14.3699998855591
654,Chewy.com,5063807250,2025-12-03,5933,fedex,,100429,1,2025-12-04,16.9799995422363
654,Chewy.com,5063807250,2025-12-03,5933,fedex,,999910,1,2025-12-04,37.439998626709
657,Chewy.com,5066865032,2025-12-08,5933,fedex,,100429,1,2025-12-11,16.9799995422363
667,Chewy.com,5085237420,2026-01-12,5933,fedex,,575794,2,2026-01-14,28.7399997711182
667,Chewy.com,5085237420,2026-01-12,5933,fedex,,999910,1,2026-01-14,39.0699996948242
684,Chewy.com,,2026-02-09,5933,fedex,,168580,1,2026-02-11,18.9899997711182
684,Chewy.com,,2026-02-09,5933,fedex,,575794,1,2026-02-11,14.3699998855591
684,Chewy.com,,2026-02-09,5933,fedex,,999910,1,2026-02-11,38.254997253418
574,Costco Glen Allen,1222885870,2025-09-11,3005,,,894679,1,2025-09-08,65
624,Costco Glen Allen,,2025-10-09,2466,,,952912,1,2025-10-19,27.9899997711182
624,Costco Glen Allen,,2025-10-09,2466,,,954930,1,2025-10-19,17.9899997711182
629,Costco Glen Allen,1237247325,2025-11-15,2466,,,952912,1,2025-11-14,32.9900016784668
638,Costco Glen Allen,,2025-11-04,,,,024719,1,2025-11-04,9.98999977111816
638,Costco Glen Allen,,2025-11-04,,,,141323,1,2025-11-04,14.9899997711182
638,Costco Glen Allen,,2025-11-04,,,,954930,1,2025-11-04,17.9899997711182
660,Costco Glen Allen,,2025-12-12,Cash,oldmanwalking,,954930,1,2025-12-13,18.9899997711182
669,Costco Glen Allen,,2026-01-01,5933,car,,188755,1,2026-01-12,4.48999977111816
669,Costco Glen Allen,,2026-01-01,5933,car,,1919326,1,2026-01-12,28.4899997711182
669,Costco Glen Allen,,2026-01-01,5933,car,,194643,1,2026-01-12,20.9899997711182
669,Costco Glen Allen,,2026-01-01,5933,car,,954930,1,2026-01-12,18.9899997711182
683,Costco Glen Allen,,2026-02-03,5933,oldmanwalking,,614422,1,2026-02-12,17.9899997711182
691,Costco Glen Allen,1269993605,2026-03-11,CHASE,fedex,513949903459,954930,1,2026-03-15,21.4899997711182
699,Costco Glen Allen,,2026-04-09,5933,fedex,,210120,1,9999-12-31,0
699,Costco Glen Allen,,2026-04-09,5933,fedex,,522965,1,9999-12-31,0
699,Costco Glen Allen,,2026-04-09,5933,fedex,,952912,1,9999-12-31,0
699,Costco Glen Allen,,2026-04-09,5933,fedex,,954930,1,9999-12-31,0
611,Costco Midlothian,1222886710,2025-09-08,3005,,,000860,1,2025-09-12,3.96000003814697
611,Costco Midlothian,1222886710,2025-09-08,3005,,,522965,1,2025-09-12,26.9899997711182
611,Costco Midlothian,1222886710,2025-09-08,3005,,,952912,1,2025-09-12,32.9900016784668
617,Costco Midlothian,1224682440,2025-09-17,3005,,,210120,1,2025-09-22,25.1561693423483
619,Costco Midlothian,,2025-09-19,3005,,,954930,1,2025-09-23,19.5838993792109
640,Fresh Chili Company,FCC-439711,2025-11-05,5933,,,569163,1,2025-11-12,10.9499998092651
643,Fresh Chili Company,FCC-300949,2024-10-28,3005,,,624543,1,2024-11-05,0
658,Google Fi,GS.3154-4383-9660,2025-12-08,5933,fedex,451684887450,BSP7S3,1,2025-12-20,49.9900054931641
696,Girl Scouts of the Commonwealth of Virginia,,2026-03-15,5933,oldmanwalking,,070337,1,2026-03-15,5
582,Kroger, Stonebridge,,2025-08-23,3005,,,004068,1,2025-08-21,0.990000009536743
582,Kroger, Stonebridge,,2025-08-23,3005,,,004093,1.8,2025-08-21,1.08770000934601
582,Kroger, Stonebridge,,2025-08-23,3005,,,004664,2.2,2025-08-21,6.70970010757446
582,Kroger, Stonebridge,,2025-08-23,3005,,,005158,1,2025-08-21,3
582,Kroger, Stonebridge,,2025-08-23,3005,,,008274,1,2025-08-21,8.27079963684082
582,Kroger, Stonebridge,,2025-08-23,3005,,,012285,1,2025-08-21,1.49000000953674
582,Kroger, Stonebridge,,2025-08-23,3005,,,050312,2,2025-08-21,11.9799995422363
582,Kroger, Stonebridge,,2025-08-23,3005,,,061689,1,2025-08-21,5.98999977111816
582,Kroger, Stonebridge,,2025-08-23,3005,,,071502,1,2025-08-21,2.69000005722046
582,Kroger, Stonebridge,,2025-08-23,3005,,,091487,1,2025-08-21,2.28999996185303
582,Kroger, Stonebridge,,2025-08-23,3005,,,200276,1,2025-08-21,5.48999977111816
582,Kroger, Stonebridge,,2025-08-23,3005,,,309216,1,2025-08-21,5.98999977111816
582,Kroger, Stonebridge,,2025-08-23,3005,,,322241,1,2025-08-21,4.98999977111816
582,Kroger, Stonebridge,,2025-08-23,3005,,,460707,1,2025-08-21,1.99000000953674
582,Kroger, Stonebridge,,2025-08-23,3005,,,600232,1,2025-08-21,9.18000030517578
582,Kroger, Stonebridge,,2025-08-23,3005,,,728347,1,2025-08-21,3.28999996185303
582,Kroger, Stonebridge,,2025-08-23,3005,,,896223,1,2025-08-21,2.19000005722046
582,Kroger, Stonebridge,,2025-08-23,3005,,,994810,1,2025-08-21,5.61269998550415
582,Kroger, Stonebridge,,2025-08-23,3005,,,995810,1,2025-08-21,0.75
586,Kroger, Stonebridge,,2025-08-21,3005,,,000860,1,2025-08-23,0.5
586,Kroger, Stonebridge,,2025-08-21,3005,,,004688,1,2025-08-23,6
586,Kroger, Stonebridge,,2025-08-21,3005,,,004693,0.3,2025-08-23,0.608400046825409
586,Kroger, Stonebridge,,2025-08-21,3005,,,004705,0.5,2025-08-23,1.2564001083374
586,Kroger, Stonebridge,,2025-08-21,3005,,,089301,1,2025-08-23,3.5
586,Kroger, Stonebridge,,2025-08-21,3005,,,091487,1,2025-08-23,2.28999996185303
586,Kroger, Stonebridge,,2025-08-21,3005,,,128701,1,2025-08-23,5.48999977111816
586,Kroger, Stonebridge,,2025-08-21,3005,,,302860,1,2025-08-23,4.69000005722046
586,Kroger, Stonebridge,,2025-08-21,3005,,,380594,1,2025-08-23,4.57999992370605
586,Kroger, Stonebridge,,2025-08-21,3005,,,403316,1,2025-08-23,3.78999996185303
586,Kroger, Stonebridge,,2025-08-21,3005,,,850218,1,2025-08-23,1
686,Kroger, Willow Lawn,,2026-02-08,SNAP 0834,oldmanwalking,,020083,1,2026-02-08,2.39000010490417
686,Kroger, Willow Lawn,,2026-02-08,SNAP 0834,oldmanwalking,,493307,1,2026-02-08,4.98999977111816
687,Kroger, Willow Lawn,,2026-02-08,5933,oldmanwalking,,004011,3.83,2026-02-09,1.87670004367828
687,Kroger, Willow Lawn,,2026-02-08,5933,oldmanwalking,,012114,1,2026-02-09,2.5
687,Kroger, Willow Lawn,,2026-02-08,5933,oldmanwalking,,023095,1,2026-02-09,5.98999977111816
687,Kroger, Willow Lawn,,2026-02-08,5933,oldmanwalking,,050266,1,2026-02-09,1.99000000953674
687,Kroger, Willow Lawn,,2026-02-08,5933,oldmanwalking,,089301,1,2026-02-09,3.99000000953674
687,Kroger, Willow Lawn,,2026-02-08,5933,oldmanwalking,,540084,1,2026-02-09,8.48999977111816
687,Kroger, Willow Lawn,,2026-02-08,5933,oldmanwalking,,972934,1,2026-02-09,2.99000000953674
697,Kroger, Willow Lawn,,2026-03-15,5933,oldmanwalking,,089301,1,2026-03-15,3.78999996185303
697,Kroger, Willow Lawn,,2026-03-15,5933,oldmanwalking,,097569,1,2026-03-15,8.98999977111816
697,Kroger, Willow Lawn,,2026-03-15,5933,oldmanwalking,,152336,1,2026-03-15,2.5
697,Kroger, Willow Lawn,,2026-03-15,5933,oldmanwalking,,227731,1,2026-03-15,5.6899995803833
697,Kroger, Willow Lawn,,2026-03-15,5933,oldmanwalking,,398793,1,2026-03-15,2.49000000953674
700,Kroger, Willow Lawn,,2026-04-11,5933,oldmanwalking,,027351,1,9999-12-31,0
700,Kroger, Willow Lawn,,2026-04-11,5933,oldmanwalking,,106218,1,9999-12-31,0
613,Maidenform,5001994382,2025-09-13,3005,,,184952,1,2025-09-20,23.3199999704957
577,New Grand Market Midlothian,,2025-08-11,3005,,,000860,1,2025-08-11,0.109999999403954
577,New Grand Market Midlothian,,2025-08-11,3005,,,108201,1,2025-08-11,3.70000004768372
577,New Grand Market Midlothian,,2025-08-11,3005,,,422532,2,2025-08-11,3.98000001907349
577,New Grand Market Midlothian,,2025-08-11,3005,,,903414,1,2025-08-11,2.78999996185303
595,New Grand Market Midlothian,,2025-09-01,SNAP 0834,,,000860,1,9999-12-31,0
595,New Grand Market Midlothian,,2025-09-01,SNAP 0834,,,004093,1,9999-12-31,0
595,New Grand Market Midlothian,,2025-09-01,SNAP 0834,,,304542,1,9999-12-31,0
595,New Grand Market Midlothian,,2025-09-01,SNAP 0834,,,600232,1,9999-12-31,0
595,New Grand Market Midlothian,,2025-09-01,SNAP 0834,,,903414,1,9999-12-31,0
570,Petco West Cary Street,161511711449118,2025-08-21,3005,,,123622,1,2025-08-21,27.3569395017153
590,Rack Room Shoes,,2025-08-21,3005,,,341027,1,2025-08-21,127.189397574677
590,Rack Room Shoes,,2025-08-21,3005,,,503750,1,2025-08-21,55.6394017087802
590,Rack Room Shoes,,2025-08-21,3005,,,901236,1,2025-08-21,11.013400349988
569,Rostov's,,2025-07-26,3005,,,456910,1,2025-07-26,16.9174999962561
581,Rostov's,47251,2025-08-16,3005,,,456910,1,2025-08-16,16.9174999962561
583,Rostov's,47296,2025-08-20,3005,,,456910,1,2025-08-21,16.9174999962561
594,Rostov's,,2025-08-28,2466,,,456910,1,2025-08-28,16.9174999962561
599,Rostov's,47373,2025-08-28,2466,,,456910,1,2025-08-28,16.9174999962561
610,Rostov's,47517,2025-09-08,3005,,,456910,1,2025-09-08,16.9174999962561
653,Rostov's,49006,2025-12-02,5933,oldmanwalking,,456910,1,2025-12-04,16.75
600,Staples, Willow Lawn,,2025-08-28,2466,,,351812,1,2025-08-28,7.40939974801093
580,Tan A Supermarket,,2025-08-14,3005,,,310251,1,2025-08-21,3.99000000953674
580,Tan A Supermarket,,2025-08-14,3005,,,740049,1,2025-08-21,4.98999977111816
580,Tan A Supermarket,,2025-08-14,3005,,,782242,1,2025-08-21,3.99000000953674
591,Trader Joe's,,2025-08-22,3005,,,070280,1,2025-08-22,2.51490000907555
591,Trader Joe's,,2025-08-22,3005,,,950275,1,2025-08-23,6.04989976749048
637,Victoria's Secret,W151899370,2025-11-03,5933,,,27015886,1,2025-11-08,54.9500007629395
571,Walmart,,2025-07-25,3005,,,127095,1,2025-07-25,1.51499999966472
571,Walmart,,2025-07-25,3005,,,894579,1,2025-07-25,6.52460003708452
585,Walmart,,2025-08-21,3005,,,400555,1,2025-08-21,15.8682002629742
612,Walmart,,2025-09-10,3005,,,008086,1,2025-09-10,5.84999990463257
598,Whole Foods West Broad,,2025-08-27,2466,,,000860,1,2025-08-27,0.129999995231628
598,Whole Foods West Broad,,2025-08-27,2466,,,1000810,1,2025-08-27,5.48999977111816
598,Whole Foods West Broad,,2025-08-27,2466,,,999810,1,2025-08-27,7.48999977111816
